,Restaurants,lat-long
15287,global platters sector 14 gurgaon,"28.4704682323,77.0452724397"
15288,suvidha restaurant paharganj new delhi,"28.6480050232,77.2169083357"
15289,jains pizza food point shahdara new delhi,"28.6832336983,77.2966152057"
15290,new punjabi zaika paschim vihar new delhi,"28.6926196586,77.0816334710"
15291,prachi rasoi rohini new delhi,"28.7365964552,77.1197181568"
15292,tiamo pizza rohini new delhi,"28.7379500000,77.1165000000"
15293,tiana kitchen vasant kunj new delhi,"28.5196054793,77.1699009463"
15294,rolls story laxmi nagar new delhi,"28.6348058209,77.2842502221"
15295,catalyst cafe surya nagar ghaziabad,"28.6641403560,77.3223808408"
15296,cakes n crumbs janakpuri new delhi,"28.6227998344,77.0731355622"
15297,bollycric sector 3 noida,"28.5825562193,77.3193160817"
15298,mughlai chef kitchen restaurant azad market new delhi,"28.6616920000,77.2070560000"
15299,chew peekaboo sector 18 noida,"28.5672846579,77.3214762658"
15300,swaad kitchen laxmi nagar new delhi,"28.6371037438,77.2777022794"
15301,aao ji khao ji rajouri garden,"28.6386657000,77.1209219000"
15302,food castle chhatarpur new delhi,"28.4891983563,77.1909529343"
15303,bansi wala special pizza rohini new delhi,"28.7234795686,77.1273299307"
15304,the drunken chef sector 72 noida,"28.5687802011,77.3951062560"
15305,latenight home food subhash nagar new delhi,"28.6340280000,77.1193610000"
15306,bajaj food joint naraina new delhi,"28.6308310518,77.1486159414"
15307,mercury bakers pitampura new delhi,"28.6848075936,77.1299051866"
15308,burbucha chhatarpur new delhi,"28.4999932798,77.1843932569"
15309,hitchki club sector 51 noida,"28.5795896461,77.3752659559"
15310,ap food restaurant sector 37 gurgaon,"28.4462930000,77.0116930000"
15311,tandoori nights malviya nagar new delhi,"28.5375557762,77.2102192417"
15312,dilli dehat champaran meat house rohini new delhi,"28.7449680000,77.0859500000"
15313,shree krishna food point sector 37 gurgaon,"28.4525118274,77.0085201412"
15314,prince bakery rohini new delhi,"28.7159200369,77.1254084632"
15315,rahul pvr ke mashoor parathe saket new delhi,"28.4999100000,77.1970100000"
15316,the food planet tughlakabad new delhi,"28.5209503000,77.2555551000"
15317,pop culture pizza co udyog vihar gurgaon,"28.5128891653,77.0862840861"
15318,the cake mill kirti nagar new delhi,"28.6536650145,77.1298538893"
15319,ram parshad makhan lal chandni chowk new delhi,"28.6576612781,77.2124773264"
15320,juices by yogis dlf phase 4 gurgaon,"28.4624000000,77.0815730000"
15321,99 degree fahrenheit 1 amrapali leisure valley greater noida,"28.5659680000,77.4498730000"
15322,hyderabadi pakwaan dlf phase 4 gurgaon,"28.4626269760,77.0872178301"
15323,chill bakes dlf phase 4 gurgaon,"28.4615408141,77.0881170407"
15324,shahenshah realoded sector 51 noida,"28.5834668428,77.3680907115"
15325,snacks bites raj nagar ghaziabad,"28.6819439160,77.4483846501"
15326,levels meal sector 23 gurgaon,"28.5097647757,77.0431347191"
15327,vaishno bhojnalaya badkal lake faridabad,"28.4218863527,77.2880509123"
15328,salt in my cocoa sohna road gurgaon,"28.3965488822,77.0354639366"
15329,cake crew by sonam chawla punjabi bagh new delhi,"28.6661678724,77.1267623082"
15330,chaudhary sons old railway road gurgaon,"28.4582434000,77.0248860000"
15331,cake sapphire janakpuri new delhi,"28.6123692237,77.0941513404"
15332,uttarakhand dhaba paschim vihar new delhi,"28.6746823068,77.0885770395"
15333,temptations restaurant jail road new delhi,"28.6140233569,77.1081538126"
15334,your second home rasoi shahdara new delhi,"28.6735727396,77.2884542495"
15335,delivery express by godfather dlf cyber city gurgaon,"28.4952434727,77.0937379450"
15336,big fat burger sikandarpur gurgaon,"28.4833373716,77.0969136804"
15337,sudh swagat dhaba sainik farms new delhi,"28.5108796086,77.2024277598"
15338,club east sushant lok gurgaon,"28.4613899001,77.0788074285"
15339,meal deal vasant kunj new delhi,"28.5143583771,77.1654082462"
15340,deo foods mukherjee nagar new delhi,"28.7158062429,77.2191868722"
15341,food point janakpuri new delhi,"28.6356288886,77.0941553637"
15342,yash bakers laxmi nagar new delhi,"28.6392177060,77.2820293531"
15343,kings shawarma and momos ip extension new delhi,"28.6309784861,77.3059429228"
15344,the sweet revenge vijay nagar new delhi,"28.6951818866,77.2030996531"
15345,tandoori nights malviya nagar new delhi,"28.5375557762,77.2102192417"
15346,dilli dehat champaran meat house rohini new delhi,"28.7449680000,77.0859500000"
15347,shree krishna food point sector 37 gurgaon,"28.4525118274,77.0085201412"
15348,prince bakery rohini new delhi,"28.7159200369,77.1254084632"
15349,kitchen@199 sector 16 noida,"28.5659860000,77.3154870000"
15350,riyaz chicken corner uttam nagar new delhi,"28.6218174470,77.0564220473"
15351,balaji restaurant sector 81 faridabad,"28.3945020000,77.3558120000"
15352,the kakori rolls sector 63 noida,"28.6169919015,77.3882569000"
15353,dream box azadpur new delhi,"28.7169374153,77.1704095602"
15354,the mu food mania uttam nagar new delhi,"28.6024771398,77.0584447682"
15355,amritsari tadka sector 45,"28.5500090000,77.3596260000"
15356,lazeez pav bhaji south indian sector 27 noida,"28.5746264256,77.3281623423"
15357,nirmals model town 2 new delhi,"28.7089424954,77.1851073951"
15358,the great bowl of china sector 132 noida,"28.5140275337,77.3764796555"
15359,jerrys chicken gujranwala town new delhi,"28.6990970000,77.1840490000"
15360,gbcl bakers nit faridabad,"28.3808996679,77.2918787599"
15361,bahadur dhaba karol bagh new delhi,"28.6460671923,77.1940203756"
15362,cake on clock vasundhara enclave new delhi,"28.5981337713,77.3110850528"
15363,ghar ki thali and more malviya nagar new delhi,"28.5283904252,77.2118711472"
15364,zaika biryani point uttam nagar new delhi,"28.6195798177,77.0561742783"
15365,garg bakers rohini new delhi,"28.7094094632,77.1221837774"
15366,punjabi zaika 2 janakpuri new delhi,"28.6356247688,77.0941553637"
15367,indian rice bowl sector 33 gurgaon,"28.4387951709,77.0363289490"
15368,rj 18 sector 7 dwarka new delhi,"28.5878543886,77.0721290633"
15369,morning dose badarpur border,"28.5038454167,77.3282947764"
15370,pizza street krishna nagar new delhi,"28.6493434768,77.2804153338"
15371,kohli food caterers kalkaji new delhi,"28.5433233294,77.2496332973"
15372,amigos foods sector 63 noida,"28.6300456147,77.3770137504"
15373,food valley rohini new delhi,"28.7191409171,77.1257910132"
15374,parantha rolls more dlf phase 3 gurgaon,"28.4928926516,77.0946425200"
15375,rohini rasoi 1 rohini new delhi,"28.7015992396,77.1241297200"
15376,balaji sweets azadpur new delhi,"28.7417863069,77.1947338432"
15377,aggarwal sweets 5 rohini new delhi,"28.7213158518,77.0657152310"
15378,puru parathas gujranwala town new delhi,"28.7016659961,77.1900473535"
15379,shan chicken corner 1 paschim vihar new delhi,"28.6792348802,77.0943263546"
15380,pizza cant shahdara new delhi,"28.6826763143,77.2868382186"
15381,biryani affair sector 71 noida,"28.5981814596,77.3957265168"
15382,pind balluchi express kirti nagar new delhi,"28.6567960174,77.1463022009"
15383,duke of shakes sarita vihar new delhi,"28.5328232721,77.2977538034"
15384,indian grill restaurant amrapali leisure valley greater noida,"28.5607839951,77.4531888217"
15385,snacks express 1 sector 14 gurgaon,"28.4687714649,77.0389783010"
15386,aggarwals sweets kalkaji new delhi,"28.5258061564,77.2634631023"
15387,mr chef international rohini new delhi,"28.7237838790,77.1133713797"
15388,sampoornam sector 5 noida,"28.5897932941,77.3239442334"
15389,shiksha fast food sector 28 faridabad,"28.4353091958,77.3150996491"
15390,garg bakers rohini new delhi,"28.7094094632,77.1221837774"
15391,punjabi zaika 2 janakpuri new delhi,"28.6356247688,77.0941553637"
15392,indian rice bowl sector 33 gurgaon,"28.4387951709,77.0363289490"
15393,rj 18 sector 7 dwarka new delhi,"28.5878543886,77.0721290633"
15394,morning dose badarpur border,"28.5038454167,77.3282947764"
15395,pizza street krishna nagar new delhi,"28.6493434768,77.2804153338"
15396,kohli food caterers kalkaji new delhi,"28.5433233294,77.2496332973"
15397,amigos foods sector 63 noida,"28.6300456147,77.3770137504"
15398,food valley rohini new delhi,"28.7191409171,77.1257910132"
15399,parantha rolls more dlf phase 3 gurgaon,"28.4928926516,77.0946425200"
15400,rohini rasoi 1 rohini new delhi,"28.7015992396,77.1241297200"
15401,balaji sweets azadpur new delhi,"28.7417863069,77.1947338432"
15402,aggarwal sweets 5 rohini new delhi,"28.7213158518,77.0657152310"
15403,puru parathas gujranwala town new delhi,"28.7016659961,77.1900473535"
15404,shan chicken corner 1 paschim vihar new delhi,"28.6792348802,77.0943263546"
15405,foodies fukrey jail road new delhi,"28.6341066350,77.0974092186"
15406,ghar ki thali 1 indirapuram ghaziabad,"28.6415561388,77.3772766069"
15407,chow box vikaspuri new delhi,"28.6280220000,77.0696470000"
15408,shankar sweeets sector pi greater noida,"28.4825375720,77.5414204225"
15409,biryani indyana raj nagar ghaziabad,"28.6947392656,77.4557315558"
15410,master chick inn vasant kunj new delhi,"28.5332212147,77.1517651901"
15411,super cake point wazirabad ghaziabad,"28.7199920000,77.2281770000"
15412,the paan shop uttam nagar new delhi,"28.6220325841,77.0636841282"
15413,rajesh sahni 2 ballabhgarh faridabad,"28.3358787888,77.3250335455"
15414,six pan dlf phase 5 gurgaon,"28.4417770000,77.0945870000"
15415,kumar chat bhandar paschim vihar new delhi,"28.6699156737,77.0834808424"
15416,dont worry eat curry sector 14 gurgaon,"28.4672297025,77.0338361710"
15417,singh o singh kebabs karkardooma new delhi,"28.6483354454,77.3020600900"
15418,hi punjab sector 7 dwarka new delhi,"28.5865366426,77.0713683218"
15419,raajdhani bakers confectioners sector 83 gurgaon,"28.3913461052,76.9537024945"
15420,mr chef international rohini new delhi,"28.7237838790,77.1133713797"
15421,sampoornam sector 5 noida,"28.5897932941,77.3239442334"
15422,shiksha fast food sector 28 faridabad,"28.4353091958,77.3150996491"
15423,paratha point sector 29 gurgaon,"28.4737479237,77.0858576149"
15424,won ton kitchen vasant kunj new delhi,"28.5203861443,77.1645667031"
15425,aggarwal bikaneri sweets 1 paschim vihar new delhi,"28.6611905026,77.0866555721"
15426,a home food good food shalimar bagh new delhi,"28.7195543258,77.1587188169"
15427,pappu caterers uttam nagar new delhi,"28.6117264004,77.0587897673"
15428,brother chinese food paschim vihar new delhi,"28.6689360000,77.1021930000"
15429,menu@99 by abongchiiz mukherjee nagar new delhi,"28.6947500000,77.2050800000"
15430,prakash chinese foods laxmi nagar new delhi,"28.6365302241,77.2840017825"
15431,ayush chole wala chandni chowk new delhi,"28.6557536351,77.2302788123"
15432,kwality chole bhature 1 tilak nagar new delhi,"28.6434725731,77.0961532742"
15433,punjab 0 miles subhash nagar new delhi,"28.6378170000,77.1099900000"
15434,magic pot paharganj new delhi,"28.6445144890,77.2155461088"
15435,sachdeva foods 1 kamla nagar new delhi,"28.6823827673,77.2001542524"
15436,sanju cool and hot hut mayur vihar phase 2 new delhi,"28.6196716429,77.3012889549"
15437,gali parathe wali dlf phase 4 gurgaon,"28.4519680000,77.0729010000"
15438,foodies fukrey jail road new delhi,"28.6341066350,77.0974092186"
15439,ghar ki thali 1 indirapuram ghaziabad,"28.6415561388,77.3772766069"
15440,chow box vikaspuri new delhi,"28.6280220000,77.0696470000"
15441,shankar sweeets sector pi greater noida,"28.4825375720,77.5414204225"
15442,biryani indyana raj nagar ghaziabad,"28.6947392656,77.4557315558"
15443,master chick inn vasant kunj new delhi,"28.5332212147,77.1517651901"
15444,super cake point wazirabad ghaziabad,"28.7199920000,77.2281770000"
15445,the paan shop uttam nagar new delhi,"28.6220325841,77.0636841282"
15446,rajesh sahni 2 ballabhgarh faridabad,"28.3358787888,77.3250335455"
15447,six pan dlf phase 5 gurgaon,"28.4417770000,77.0945870000"
15448,kumar chat bhandar paschim vihar new delhi,"28.6699156737,77.0834808424"
15449,dont worry eat curry sector 14 gurgaon,"28.4672297025,77.0338361710"
15450,standard kitchen rohini new delhi,"28.6965850269,77.1074192226"
15451,mucho café 1 hauz khas new delhi,"28.5419620245,77.2040199861"
15452,sheriff 56 sector 93 noida,"28.5157659966,77.3873687536"
15453,kens chicken cottage vikaspuri new delhi,"28.6271042196,77.0701221004"
15454,eat meet and repeat janakpuri new delhi,"28.6089104705,77.0904354751"
15455,irfan qashmi biryani corner dlf phase 3 gurgaon,"28.4899111764,77.0953040197"
15456,desi amigos express naraina new delhi,"28.6307701357,77.1357272565"
15457,the flour pot rajouri garden new delhi,"28.6403976691,77.1199028939"
15458,foodiestan sector 49 faridabad,"28.3942990959,77.2687215731"
15459,stoned chef sector 49 gurgaon,"28.4086480000,77.0455460000"
15460,the grill food azadpur new delhi,"28.7276010620,77.1632450446"
15461,angithi indirapuram ghaziabad,"28.6373047250,77.3600585014"
15462,gopalbhog tiffin xpress sector 47 faridabad,"28.4046240000,77.2891470000"
15463,gulati foodking lajpat nagar 1 new delhi,"28.5751773172,77.2427574545"
15464,kulcha connection sadar bazar gurgaon,"28.4618895072,77.0291734859"
15465,dalliance by jarfull sushant lok gurgaon,"28.4610580064,77.0791168883"
15466,shruti pastry point 1 laxmi nagar new delhi,"28.6368453808,77.2861683369"
15467,cosmic kitchen greater kailash gk 1 new delhi,"28.5421940000,77.2332120000"
15468,handi zaika alpha 1 greater noida,"28.4726415000,77.5145109000"
15469,nosh e biryani sector 39 gurgaon,"28.4444469590,77.0497943088"
15470,maa ka pyaar sector 45,"28.5500200000,77.3595890000"
15471,biryani factory sector 45 gurgaon,"28.4443151827,77.0598475635"
15472,maitre patissier sector 15 faridabad,"28.3981483014,77.3128345236"
15473,garimas happy cat pitampura new delhi,"28.6931890480,77.1494752541"
15474,chicken junction palam vihar gurgaon,"28.4891821491,77.0059391856"
15475,bbq  shalimar bagh,"28.7172055781,77.1705423296"
15476,purple pixie cakes and confections sector 29 noida,"28.5724710000,77.3361420000"
15477,midnight treats punjabi bagh new delhi,"28.6666279707,77.1222330630"
15478,asian curry new friends colony new delhi,"28.5675882440,77.2689495608"
15479,nimma nimma nom mukherjee nagar new delhi,"28.7073416148,77.2029648721"
15480,paratha express 1 ardee city gurgaon,"28.4389682284,77.0827915147"
15481,raj juice and shakes jangpura new delhi,"28.5829298320,77.2488621622"
15482,crown residency sector 20 faridabad,"28.3954650000,77.3125190000"
15483,baked cakes desserts sector 45 noida,"28.5519399050,77.3550927266"
15484,satvikta sector 43 gurgaon,"28.4501170166,77.0912716538"
15485,pankaj bakery sarita vihar new delhi,"28.5336486111,77.2994630411"
15486,healthy chulha express vikaspuri new delhi,"28.6352219167,77.0706102625"
15487,gronito com uttam nagar new delhi,"28.6144310000,77.0589700000"
15488,pandey ji defence colony new delhi,"28.5793530000,77.2388990000"
15489,night king sector 51 noida,"28.5793632339,77.3715698719"
15490,talk of the town manesar gurgaon,"28.3653286850,76.9207441807"
15491,pizza everyday chandni chowk new delhi,"28.6530445106,77.2230355069"
15492,hari sweets sadar bazar gurgaon,"28.4609212400,77.0272312313"
15493,the arab knights knowledge park greater noida,"28.4644242500,77.5084671900"
15494,sinful treats lajpat nagar 4 new delhi,"28.5637864348,77.2418884188"
15495,gopalbhog tiffin xpress sector 47 faridabad,"28.4046240000,77.2891470000"
15496,gulati foodking lajpat nagar 1 new delhi,"28.5751773172,77.2427574545"
15497,kulcha connection sadar bazar gurgaon,"28.4618895072,77.0291734859"
15498,dalliance by jarfull sushant lok gurgaon,"28.4610580064,77.0791168883"
15499,shruti pastry point 1 laxmi nagar new delhi,"28.6368453808,77.2861683369"
15500,cosmic kitchen greater kailash gk 1 new delhi,"28.5421940000,77.2332120000"
15501,handi zaika alpha 1 greater noida,"28.4726415000,77.5145109000"
15502,nosh e biryani sector 39 gurgaon,"28.4444469590,77.0497943088"
15503,maa ka pyaar sector 45,"28.5500200000,77.3595890000"
15504,biryani factory sector 45 gurgaon,"28.4443151827,77.0598475635"
15505,maitre patissier sector 15 faridabad,"28.3981483014,77.3128345236"
15506,garimas happy cat pitampura new delhi,"28.6931890480,77.1494752541"
